Item ID,Item Name,Category,Subcategory,Collection,Rarity,Source Type,Source Game,Visible Unlock Condition,Internal Unlock Condition,Token Price,Equivalent Token Value,Salvage %,Giftable,Unlimited Placement,Account-Earned Only,Secret,Footprint W,Footprint D,Height Band,Placement Surface,Room Types,Rotation,Style Tags,Animation / VFX,Audio / Ambience,Future Interaction,Collection Completion Set,3D Production Notes
win-in-arcade-pipe-problem-vanessa-s-pipeline-pro-trophy,Vanessa’s Pipeline Pro Trophy,Collectibles,Collectibles,Pipe Problem,Family Legendary,Win in Arcade,Vanessa's Pipe Problem,Top mastery milestone / long-term achievement,Top mastery milestone / long-term achievement,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Vanessa; GMC; Worksite; Arcade Reward,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Pipe Problem,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-molly-chase-pennant,Molly Chase Pennant,Wall Decor,Wall Decor,Light Chase,Uncommon,Win in Arcade,Molly's Light Chase,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,None,None,Inspect / memory card,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-pawprint-side-table,Pawprint Side Table,Tables,Tables,Light Chase,Rare,Win in Arcade,Molly's Light Chase,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,None,None,Surface for small decor,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-bouncing-light-lamp,Bouncing Light Lamp,Lighting,Lighting,Light Chase,Rare,Win in Arcade,Molly's Light Chase,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,None,None,Toggle / lighting preset,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-zoomies-rug,Zoomies Rug,Rugs,Rugs,Light Chase,Epic,Win in Arcade,Molly's Light Chase,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,Subtle rarity sparkle,None,Decorative,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-dog-toy-display-shelf,Dog Toy Display Shelf,Storage,Storage,Light Chase,Epic,Win in Arcade,Molly's Light Chase,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-molly-nap-bed,Molly Nap Bed,Pet Items,Pet Beds & Dog Items,Light Chase,Uncommon,Win in Arcade,Molly's Light Chase,Complete the game-specific daily challenge,Complete the game-specific daily challenge,,70,0.25,Yes,Yes,No,No,1,1,Low,Floor,Bedroom; Common Space; Guest House,90° steps,Molly; Dog; Light; Arcade Reward,None,None,Dog wander target / rest animation later,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-animated-light-chase-orb,Animated Light-Chase Orb,Collectibles,Collectibles,Light Chase,Epic,Win in Arcade,Molly's Light Chase,Mastery milestone / advanced level,Mastery milestone / advanced level,,260,0.25,Yes,Yes,No,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,Animated loop,None,Inspect achievement / history,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-light-chase-tv-channel,Light Chase TV Channel,Electronics,Electronics,Light Chase,Rare,Win in Arcade,Molly's Light Chase,Unlock the game-specific media channel,Unlock the game-specific media channel,,140,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,Looping themed game footage/screensaver,Muted by default; optional themed channel audio,Select as an unlocked TV channel,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-light-chase-molly-s-light-catcher-trophy,Molly’s Light Catcher Trophy,Collectibles,Collectibles,Light Chase,Family Legendary,Win in Arcade,Molly's Light Chase,Top mastery milestone / long-term achievement,Top mastery milestone / long-term achievement,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Molly; Dog; Light; Arcade Reward,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Light Chase,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-snack-run-pennant,Snack Run Pennant,Wall Decor,Wall Decor,Snack Attack,Uncommon,Win in Arcade,Gunner's Snack Attack,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,None,None,Inspect / memory card,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-treat-tin-side-table,Treat Tin Side Table,Tables,Tables,Snack Attack,Rare,Win in Arcade,Gunner's Snack Attack,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,None,None,Surface for small decor,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-snack-beacon-lamp,Snack Beacon Lamp,Lighting,Lighting,Snack Attack,Rare,Win in Arcade,Gunner's Snack Attack,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,None,None,Toggle / lighting preset,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-crumb-trail-rug,Crumb Trail Rug,Rugs,Rugs,Snack Attack,Epic,Win in Arcade,Gunner's Snack Attack,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,Subtle rarity sparkle,None,Decorative,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-treat-jar-display-shelf,Treat Jar Display Shelf,Storage,Storage,Snack Attack,Epic,Win in Arcade,Gunner's Snack Attack,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-gunner-snack-nap-bed,Gunner Snack-Nap Bed,Pet Items,Pet Beds & Dog Items,Snack Attack,Uncommon,Win in Arcade,Gunner's Snack Attack,Complete the game-specific daily challenge,Complete the game-specific daily challenge,,70,0.25,Yes,Yes,No,No,1,1,Low,Floor,Bedroom; Common Space; Guest House,90° steps,Gunner; Snacks; Farm; Arcade Reward,None,None,Dog wander target / rest animation later,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-animated-snack-basket,Animated Snack Basket,Collectibles,Collectibles,Snack Attack,Epic,Win in Arcade,Gunner's Snack Attack,Mastery milestone / advanced level,Mastery milestone / advanced level,,260,0.25,Yes,Yes,No,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,Animated loop,None,Inspect achievement / history,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-snack-attack-tv-channel,Snack Attack TV Channel,Electronics,Electronics,Snack Attack,Rare,Win in Arcade,Gunner's Snack Attack,Unlock the game-specific media channel,Unlock the game-specific media channel,,140,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,Looping themed game footage/screensaver,Muted by default; optional themed channel audio,Select as an unlocked TV channel,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-snack-attack-gunner-s-snack-king-trophy,Gunner’s Snack King Trophy,Collectibles,Collectibles,Snack Attack,Family Legendary,Win in Arcade,Gunner's Snack Attack,Top mastery milestone / long-term achievement,Top mastery milestone / long-term achievement,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Gunner; Snacks; Farm; Arcade Reward,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Snack Attack,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-brick-break-pennant,Brick Break Pennant,Wall Decor,Wall Decor,Cabin Breakout,Uncommon,Win in Arcade,Cabin Breakout,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,None,None,Inspect / memory card,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-power-up-side-table,Power-Up Side Table,Tables,Tables,Cabin Breakout,Rare,Win in Arcade,Cabin Breakout,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,None,None,Surface for small decor,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-multi-ball-lamp,Multi-Ball Lamp,Lighting,Lighting,Cabin Breakout,Rare,Win in Arcade,Cabin Breakout,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,None,None,Toggle / lighting preset,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-breakout-grid-rug,Breakout Grid Rug,Rugs,Rugs,Cabin Breakout,Epic,Win in Arcade,Cabin Breakout,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,Subtle rarity sparkle,None,Decorative,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-power-up-display-shelf,Power-Up Display Shelf,Storage,Storage,Cabin Breakout,Epic,Win in Arcade,Cabin Breakout,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-paddle-cushion,Paddle Cushion,Decorations,Decorations,Cabin Breakout,Uncommon,Win in Arcade,Cabin Breakout,Complete the game-specific daily challenge,Complete the game-specific daily challenge,,70,0.25,Yes,Yes,No,No,1,1,Small,Floor/Table/Wall,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,None,None,Decorative,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-animated-multi-ball-sculpture,Animated Multi-Ball Sculpture,Collectibles,Collectibles,Cabin Breakout,Epic,Win in Arcade,Cabin Breakout,Mastery milestone / advanced level,Mastery milestone / advanced level,,260,0.25,Yes,Yes,No,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,Animated loop,None,Inspect achievement / history,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-cabin-breakout-tv-channel,Cabin Breakout TV Channel,Electronics,Electronics,Cabin Breakout,Rare,Win in Arcade,Cabin Breakout,Unlock the game-specific media channel,Unlock the game-specific media channel,,140,0.25,Yes,Yes,No,No,2,1,Medium,Floor/Wall,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,Looping themed game footage/screensaver,Muted by default; optional themed channel audio,Select as an unlocked TV channel,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-cabin-breakout-cabin-breakout-champion-trophy,Cabin Breakout Champion Trophy,Collectibles,Collectibles,Cabin Breakout,Family Legendary,Win in Arcade,Cabin Breakout,Top mastery milestone / long-term achievement,Top mastery milestone / long-term achievement,,500,0.25,No,Yes,Yes,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Arcade; Cabin; Bricks; Arcade Reward,Subtle rarity sparkle,None,Inspect to show unlock story / achievement date,Cabin Breakout,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-rock-rescue-prize-rock-pennant,Prize Rock Pennant,Wall Decor,Wall Decor,Rock Rescue,Uncommon,Win in Arcade,Kelsi's Rock 'n' Roll Rescue,First clear / first meaningful completion,First clear / first meaningful completion,,60,0.25,Yes,Yes,No,No,1,0,Flat,Wall,Bedroom; Common Space,90° steps,Kelsi; Rocks; Hillside; Arcade Reward,None,None,Inspect / memory card,Rock Rescue,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-rock-rescue-stone-side-table,Stone Side Table,Tables,Tables,Rock Rescue,Rare,Win in Arcade,Kelsi's Rock 'n' Roll Rescue,5 wins / 5 clears,5 wins / 5 clears,,100,0.25,Yes,Yes,No,No,2,1,Medium,Floor,Bedroom; Common Space,90° steps,Kelsi; Rocks; Hillside; Arcade Reward,None,None,Surface for small decor,Rock Rescue,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-rock-rescue-shiny-rock-lamp,Shiny Rock Lamp,Lighting,Lighting,Rock Rescue,Rare,Win in Arcade,Kelsi's Rock 'n' Roll Rescue,10 wins / 10 clears,10 wins / 10 clears,,120,0.25,Yes,Yes,No,No,1,1,Medium,Floor/Wall/Ceiling,Bedroom; Common Space,90° steps,Kelsi; Rocks; Hillside; Arcade Reward,None,None,Toggle / lighting preset,Rock Rescue,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-rock-rescue-rolling-hill-rug,Rolling Hill Rug,Rugs,Rugs,Rock Rescue,Epic,Win in Arcade,Kelsi's Rock 'n' Roll Rescue,Perfect score or designated high-skill objective,Perfect score or designated high-skill objective,,220,0.25,Yes,Yes,No,No,2,2,Flat,Floor,Bedroom; Common Space,90° steps,Kelsi; Rocks; Hillside; Arcade Reward,Subtle rarity sparkle,None,Decorative,Rock Rescue,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-rock-rescue-rock-collection-shelf,Rock Collection Shelf,Storage,Storage,Rock Rescue,Epic,Win in Arcade,Kelsi's Rock 'n' Roll Rescue,Hard-mode / difficult-level milestone,Hard-mode / difficult-level milestone,,240,0.25,Yes,Yes,No,No,2,1,Tall,Floor/Wall,Bedroom; Common Space,90° steps,Kelsi; Rocks; Hillside; Arcade Reward,Subtle rarity sparkle,None,Open/inspect later,Rock Rescue,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-rock-rescue-kelsi-princess-dog-bed,Kelsi Princess Dog Bed,Pet Items,Pet Beds & Dog Items,Rock Rescue,Uncommon,Win in Arcade,Kelsi's Rock 'n' Roll Rescue,Complete the game-specific daily challenge,Complete the game-specific daily challenge,,70,0.25,Yes,Yes,No,No,1,1,Low,Floor,Bedroom; Common Space; Guest House,90° steps,Kelsi; Rocks; Hillside; Arcade Reward,None,None,Dog wander target / rest animation later,Rock Rescue,Reward-track item. Reuse game visual motifs without copying external branded assets.
win-in-arcade-rock-rescue-animated-sparkle-rock-display,Animated Sparkle Rock Display,Collectibles,Collectibles,Rock Rescue,Epic,Win in Arcade,Kelsi's Rock 'n' Roll Rescue,Mastery milestone / advanced level,Mastery milestone / advanced level,,260,0.25,Yes,Yes,No,No,1,1,Small,Table/Shelf/Wall,Bedroom; Common Space,90° steps,Kelsi; Rocks; Hillside; Arcade Reward,Animated loop,None,Inspect achievement / history,Rock Rescue,Reward-track item. Reuse game visual motifs without copying external branded assets.
